# Wes Sander, MoltFire
pglib_opf_case500_goc: AC-OPF objective 454943.568413 $/h (verified feasible at 1e-06 pu)

gen  bus  Pg[MW]  Qg[MVAr]
119  398    79.3331    25.3439
120  398    79.3331    25.3439
121  398    79.3331    25.3439
122  398    79.3331    25.3439
123  398    79.3331    25.3439
124  399     1.5001    -0.0741
125  399     0.0000     0.0000
126  401     0.0000     0.0000
127  402    61.2501     3.5859
128  404    42.5001     4.1741
129  404    42.5001     4.1741
130  404    42.5001     4.1741
131  404    42.5001     4.1741
132  407   109.0001   -11.3232
133  408   109.0001    -2.8676
134  409   109.0001    -0.7112
135  410   109.0001    -1.7140
136  411   109.0001     0.5180
137  412   109.0001    -1.9870
138  413    53.9001    18.5598
139  416     0.0000     0.0000
140  417   138.9566    46.9867
141  418     0.0000     0.0000
142  419    86.3654    21.1940
143  420   139.6184    18.2414
144  421     0.0000     0.0000
145  421    51.5001    -5.7171
146  424   156.7795   -32.9401
147  425     0.0000     0.0000
148  426   102.8159   -32.9401
149  427   144.3556   -32.9401
150  428     0.0000     0.0000
151  431   225.0001    65.5294
152  432   225.0001    63.8633
153  433   225.0001    97.2083
154  434   225.0001    92.1983
155  437     0.0000     0.0000
156  438     0.0000     0.0000
157  439   225.6001   101.4538
158  440   225.6001   114.8301
159  441    42.7001    14.8840
160  441    42.7001    14.8840
161  441    42.7001    14.8840
162  443     0.0000     0.0000
163  443     0.0000     0.0000
164  444     3.0001    -0.3331
165  444     0.0000     0.0000
166  448   129.5819    15.7307
167  449   137.7499    15.2077
168  450   150.3101    16.4652
169  451   100.9855    12.8968
170  452   156.2708    19.8719
171  453     0.0000     0.0000
172  453    24.3001     9.3311
173  453    24.3001     9.3311
174  456   187.0001    37.5978
175  457   187.0001    46.7550
176  458   187.0001    33.7428
177  459   187.0001    44.1048
178  462   274.2671    28.2053
179  463   274.2671    26.6946
180  464     0.0000     0.0000
181  466    25.2501     1.7553
182  466    25.2501     1.7553
183  470   183.0949   -18.6000
184  471    90.7459   -24.8596
185  472    24.5001    12.4711
186  472    24.5001    12.4711
187  475     0.0000     0.0000
188  475    29.2001    -1.4311
189  476    29.2001    -1.4311
190  478    49.3001     1.0876
191  478    49.3001     1.0876
192  481     0.0000     0.0000
193  482     0.0000     0.0000
194  483   189.0849   -41.1014
195  484   113.9039   -35.6098
196  485     0.0000     0.0000
197  486    28.8331     1.7531
198  486    28.8331     1.7531
199  486     0.0000     0.0000
200  486    28.8331     1.7531
201  486     0.0000     0.0000
202  486    28.8331     1.7531
203  487    12.5001     6.3631
204  488     6.4331    -0.3151
205  488     6.4331    -0.3151
206  488     6.4331    -0.3151
207  488     6.4331    -0.3151
208  488     6.4331    -0.3151
209  488     6.4331    -0.3151
210  489     1.4331    -0.1751
211  489     1.4331    -0.1751
212  489     1.4331    -0.1751
213  489     1.4331    -0.1751
214  489     1.4331    -0.1751
215  489     1.4331    -0.1751
216  490     0.0000     0.0000
217  493   140.0001    17.9464
218  494   140.0001    22.5659
219  496    90.5001    34.7521
220  496    90.5001    34.7521
221  499     1.7331    -0.0851
222  499     1.7331    -0.0851
223  499     1.7331    -0.0851

bus  Vm[pu]  Va[deg]
   1  1.05918  -14.5225
   2  1.02316  -16.4140
   3  1.03921  -16.4124
   4  1.06584  -11.6292
   5  1.07032  -10.6877
   6  1.06838  -11.6083
   7  1.09054   -6.4565
   8  1.09323   -5.8625
   9  1.07244  -17.1461
  10  1.06271  -14.3197
  11  1.06039  -17.2156
  12  1.06463  -13.8594
  13  1.06498  -12.7542
  14  1.07300  -13.3712
  15  1.07830  -10.5163
  16  1.08203   -7.7915
  17  1.05278  -14.8372
  18  1.07934   -3.2850
  19  1.07661   -5.2803
  20  1.06206  -18.3516
  21  1.06625  -20.7041
  22  1.06272  -18.2658
  23  1.06273  -21.1048
  24  1.06269  -12.0098
  25  1.06690   -6.2434
  26  1.09398   -8.0441
  27  1.06627   -6.3012
  28  1.08458   -8.1640
  29  1.08325   -8.6036
  30  1.08680   -8.4336
  31  1.05966  -24.5266
  32  1.02233  -15.8435
  33  1.01777  -14.6712
  34  1.03046  -13.1721
  35  1.04684  -16.2608
  36  1.02346  -16.7241
  37  1.03755  -17.5140
  38  1.03510  -16.3185
  39  1.03988  -15.2563
  40  1.05123  -16.8695
  41  1.01186  -11.7163
  42  1.07578  -14.9997
  43  1.01626  -11.4600
  44  1.06115  -16.3016
  45  1.03647  -16.8942
  46  1.05274  -16.5846
  47  1.04185  -17.8330
  48  1.05361  -15.6103
  49  1.04046  -17.6114
  50  1.04794  -16.4720
  51  1.05632  -15.2291
  52  1.03391  -10.8027
  53  1.03400  -14.9232
  54  1.03575  -10.3555
  55  1.07750  -12.9605
  56  1.05363  -14.3718
  57  1.07934  -12.1933
  58  1.06059  -20.2812
  59  1.08426  -21.5904
  60  1.07985  -17.1342
  61  1.08188  -10.8855
  62  1.06684  -21.4624
  63  1.08252   -7.5446
  64  1.09687   -9.0518
  65  1.06836  -13.4282
  66  1.08320  -11.6917
  67  1.05256  -25.1152
  68  1.09577    2.1652
  69  1.07473  -12.5054
  70  1.06786  -13.0210
  71  1.06640  -12.6880
  72  1.07848  -13.2691
  73  1.06944  -12.1549
  74  1.06842  -10.4150
  75  1.09083   -6.7203
  76  1.06869  -13.1004
  77  1.05454  -28.5779
  78  1.05839  -27.7157
  79  1.05985  -27.8488
  80  1.07414   -8.7137
  81  1.08306   -4.4867
  82  1.06106   -7.6764
  83  1.08101   -5.0668
  84  1.07729   -6.3158
  85  1.04968  -16.9452
  86  1.05988  -13.6663
  87  1.05988  -12.5044
  88  1.06303  -15.4803
  89  1.05763  -13.4638
  90  1.06669   -9.6609
  91  1.06417  -11.8571
  92  1.06623   -9.7181
  93  1.07006  -12.2240
  94  1.05305  -27.4803
  95  1.05017  -16.4673
  96  1.07521  -10.6387
  97  1.06725  -10.0295
  98  1.08079  -12.7477
  99  1.06662  -10.0759
 100  1.05390  -16.2029
 101  1.05851  -15.7837
 102  1.08193  -11.7406
 103  1.09098  -10.5526
 104  1.07438  -16.8117
 105  1.05252  -18.7329
 106  1.04325  -24.8600
 107  1.06749  -27.1785
 108  1.04510  -24.6492
 109  1.08042  -13.1213
 110  1.07414   -4.0400
 111  1.05985   -5.8161
 112  1.06546   -4.2618
 113  1.07611   -3.3433
 114  1.06591   -4.8340
 115  1.05056  -29.7201
 116  1.06377  -31.9542
 117  1.09169   -8.2608
 118  1.06882  -13.4501
 119  1.07456   -6.4219
 120  1.10000   -9.4197
 121  1.07577   -6.3209
 122  1.08015  -10.9234
 123  1.07336  -11.1869
 124  1.07640  -10.3170
 125  1.06587  -11.6791
 126  1.06512  -17.0975
 127  1.07653  -16.8206
 128  1.06349  -14.2619
 129  1.05974  -14.6237
 130  1.05058  -20.9062
 131  1.05647  -31.4743
 132  1.07940  -10.5731
 133  1.07563   -8.5184
 134  1.08860   -7.1711
 135  1.06584   -4.3290
 136  1.10000   -6.0683
 137  1.06562   -4.3581
 138  1.09548  -14.1222
 139  1.07558   -6.5771
 140  1.06167   -7.7264
 141  1.07281   -6.5947
 142  1.06946   -8.0488
 143  1.05504  -13.2753
 144  1.07087  -12.4601
 145  1.02833  -16.7078
 146  1.06881   -9.0090
 147  1.06722  -10.5787
 148  1.06862   -8.4390
 149  1.06275   -9.1238
 150  1.08461   -7.4071
 151  1.08051   -3.9887
 152  1.09503   -6.3267
 153  1.07986   -4.0631
 154  1.07909   -7.5090
 155  1.07966   -7.7934
 156  1.10000  -14.7163
 157  1.05784  -12.7898
 158  1.06526  -12.6624
 159  1.09331    0.4051
 160  1.08575   -9.5548
 161  1.05362  -16.4624
 162  1.07261  -10.0437
 163  1.06477  -14.0198
 164  1.07730  -16.3028
 165  1.07171   -6.8284
 166  1.07170   -6.8702
 167  1.08136   -9.3137
 168  1.08233  -12.9596
 169  1.04571  -21.3338
 170  1.04830  -27.1834
 171  1.05497  -26.9695
 172  1.04214  -30.8879
 173  1.05186  -31.6634
 174  1.04879  -27.2302
 175  1.05658  -26.9465
 176  1.10000  -31.8935
 177  1.06455  -31.9531
 178  1.04593  -30.4654
 179  1.05498  -21.5856
 180  1.07810   -9.6873
 181  1.07637  -11.0777
 182  1.07876   -4.3790
 183  1.06908  -10.5979
 184  1.06945  -10.7027
 185  1.07276   -5.9776
 186  1.07300  -12.2785
 187  1.06656   -9.9607
 188  1.07931  -10.2948
 189  1.06881  -11.2879
 190  1.05807   -8.8539
 191  1.08658  -10.0379
 192  1.05748   -8.9198
 193  1.06594  -11.4322
 194  1.06303  -14.7262
 195  1.07240   -7.9123
 196  1.06688   -5.0911
 197  1.06648  -11.9925
 198  1.06399   -8.4318
 199  1.07181  -14.9131
 200  1.07374  -15.4587
 201  1.05229  -15.9045
 202  1.05088  -15.6565
 203  1.09572   -7.2901
 204  1.09299   -5.9998
 205  1.05875  -15.7483
 206  1.06224  -30.2139
 207  1.07797   -7.9090
 208  1.07274  -11.2692
 209  1.07749  -11.2983
 210  1.05761  -14.3192
 211  1.06124  -16.1873
 212  1.06145  -11.0845
 213  1.06441  -17.9758
 214  1.10000  -18.2619
 215  1.07425  -11.8479
 216  1.07329  -13.2262
 217  1.09108   -6.6628
 218  1.09371   -8.6564
 219  1.10000   -9.9534
 220  1.09461   -5.2318
 221  1.08195  -13.7801
 222  1.06584  -15.3736
 223  1.07536   -5.2369
 224  1.08053   -2.2753
 225  1.07545   -7.6264
 226  1.08864  -17.5426
 227  1.07675   -7.5907
 228  1.05203  -28.1407
 229  1.08474   -4.0581
 230  1.06688   -7.3956
 231  1.05174  -22.6043
 232  1.06447  -25.3943
 233  1.05153  -22.6386
 234  1.05641  -26.9042
 235  1.09231  -12.5392
 236  1.07129  -12.3112
 237  1.07903   -5.6957
 238  1.08367   -2.9582
 239  1.03991  -29.6308
 240  1.07844  -17.1670
 241  1.08867   -8.4821
 242  1.07490  -11.0503
 243  1.07168  -11.4937
 244  1.06401  -29.8284
 245  1.10000  -23.5179
 246  1.04794   -9.2699
 247  1.07123   -5.6807
 248  1.10000  -17.2957
 249  1.08409  -16.4994
 250  1.07966  -15.4797
 251  1.06253  -14.8208
 252  1.03630  -10.9313
 253  1.08405  -12.9012
 254  1.03541  -10.9904
 255  1.08406  -13.3361
 256  1.07247  -15.2329
 257  1.07140  -13.7936
 258  1.07334  -13.6248
 259  1.07466  -13.7848
 260  1.07463   -4.1201
 261  1.06475   -6.4450
 262  1.08447  -10.3698
 263  1.08127  -11.2918
 264  1.07229   -7.6277
 265  1.08167  -11.4378
 266  1.07032   -8.4355
 267  1.07470  -13.3604
 268  1.06997   -9.2768
 269  1.08164  -10.1603
 270  1.08001   -9.7069
 271  1.05489  -16.4898
 272  1.07373  -13.7455
 273  1.07349   -6.6014
 274  1.07318   -9.2758
 275  1.02237   -6.6014
 276  1.02953   -0.7715
 277  1.08826   -6.6407
 278  1.05205  -24.6901
 279  1.05480  -26.2477
 280  1.03391  -22.0900
 281  1.04551  -24.6901
 282  1.07587    0.4212
 283  1.08944   -1.8668
 284  1.07880    3.2291
 285  1.07974    3.7636
 286  1.07762    3.4616
 287  1.06919    0.4212
 288  1.06919    0.4212
 289  1.07895    3.1360
 290  1.07449    0.2109
 291  1.07945   -7.1426
 292  1.10000   -1.7190
 293  1.07899   -7.1858
 294  1.05379  -19.1513
 295  1.05941  -21.1163
 296  1.07136  -22.4416
 297  1.09141  -18.9757
 298  1.09104  -17.8336
 299  1.07965  -21.1163
 300  1.09218  -16.1544
 301  1.07965  -21.1163
 302  1.09273  -17.2973
 303  1.09917   -3.9818
 304  1.09338   -5.9144
 305  1.09921   -3.9227
 306  1.08493  -10.9321
 307  1.10000   -8.6682
 308  1.09974   -8.6887
 309  1.10000   -0.0000
 310  1.08404   -1.5715
 311  1.04762    0.0000
 312  1.05535    2.8746
 313  1.06023    5.3670
 314  1.08685   -1.3859
 315  1.09863   -4.7675
 316  1.09995    4.3417
 317  1.08685   -1.3859
 318  1.09653    2.7001
 319  1.09676    1.8237
 320  1.08685   -1.3859
 321  1.08685   -1.3859
 322  1.05960   -6.7426
 323  1.08082   -6.9784
 324  1.05960   -6.7426
 325  1.06513   -4.2341
 326  1.06646   -3.5488
 327  1.05960   -6.7426
 328  1.06566   -4.4125
 329  1.06604   -4.1551
 330  1.07364  -10.3767
 331  1.07375  -10.3642
 332  1.08603   -7.0583
 333  1.08012   -9.5984
 334  1.10000   -3.8999
 335  1.08603   -7.0583
 336  1.07557    0.6385
 337  1.09434    2.2734
 338  1.08511    4.0972
 339  1.08770    3.8719
 340  1.07557    0.6385
 341  1.08897    5.2053
 342  1.05405  -19.0676
 343  1.05405  -19.0676
 344  1.04932  -12.7841
 345  1.05405  -19.0676
 346  1.08880   -2.4376
 347  1.05756   -7.1785
 348  1.08538   -7.8122
 349  1.05749   -7.2363
 350  1.09315   -5.1693
 351  1.08969   -7.1429
 352  1.09307   -5.1760
 353  1.06231  -19.1773
 354  1.06962  -14.0400
 355  1.06211  -19.2401
 356  1.08903   -7.9538
 357  1.06845  -12.6829
 358  1.09316   -7.1506
 359  1.09145   -0.8165
 360  1.05224   -8.9761
 361  1.04455  -11.6650
 362  1.05924   -8.6012
 363  1.06054   -8.4153
 364  1.05224   -8.9761
 365  1.06047   -6.3624
 366  1.08537   -3.0087
 367  1.10000   -0.2908
 368  1.10000   -0.8581
 369  1.02153   -3.0087
 370  1.08131   -6.8392
 371  1.08395   -5.0502
 372  1.08490   -4.3839
 373  1.08084   -6.9627
 374  1.09952   -9.3321
 375  1.09302   -6.2005
 376  1.09900   -9.3419
 377  1.10000    3.8324
 378  1.06635    7.0089
 379  1.07124    9.1481
 380  1.06993    8.8219
 381  1.06816    7.9842
 382  1.09030   -6.4686
 383  1.08985   -6.5054
 384  1.08888   -6.2871
 385  1.08897   -6.3019
 386  1.09149    0.3936
 387  1.09707   -1.7290
 388  1.09173    0.3159
 389  1.06318  -20.3817
 390  1.06213  -19.3840
 391  0.99177  -18.6974
 392  0.98329  -20.3817
 393  0.97764  -20.3817
 394  0.97764  -20.3817
 395  1.05299   -5.3142
 396  1.09092   -5.1103
 397  1.05237   -5.3561
 398  1.08626   -2.1573
 399  1.06627  -13.3601
 400  1.06488  -19.5240
 401  1.06488  -19.5240
 402  1.06902  -15.1983
 403  1.06476  -19.5566
 404  1.10000   -0.1799
 405  1.06830  -10.9886
 406  1.06756  -12.9462
 407  1.06499   -9.2949
 408  1.06714   -8.6669
 409  1.06753   -8.0537
 410  1.06705   -8.1566
 411  1.06764   -7.4926
 412  1.06665   -8.0005
 413  1.08545  -12.6710
 414  1.06253  -20.7899
 415  1.06930  -21.9796
 416  1.01799  -20.7899
 417  1.06800  -19.9426
 418  1.06253  -20.7899
 419  1.02323  -19.6220
 420  1.02315  -18.6084
 421  1.09044   -6.2676
 422  1.07768   -0.2399
 423  1.08307   -2.1574
 424  1.08230    1.9573
 425  1.09133   -0.2399
 426  1.06836    1.3212
 427  1.08357    1.5444
 428  1.09133   -0.2399
 429  1.09805   -1.4118
 430  1.09007   -3.6401
 431  1.06021    2.7355
 432  1.05682    2.0263
 433  1.06527    1.0734
 434  1.06181    1.6503
 435  1.09657   -1.9486
 436  1.08571   -4.5389
 437  1.01417   -1.9486
 438  1.01417   -1.9486
 439  1.03928    2.0768
 440  1.04324    2.0937
 441  1.08447  -11.7816
 442  1.06186  -29.1029
 443  1.06186  -29.1028
 444  1.03548  -25.7430
 445  1.06186  -29.1048
 446  1.05481   -7.7253
 447  1.06828  -10.2099
 448  1.05954   -5.5950
 449  1.05944   -5.4506
 450  0.98631   -4.8438
 451  0.99091   -5.9799
 452  0.99207   -5.2769
 453  1.06874  -11.9441
 454  1.09382   -5.3011
 455  1.09785   -7.8467
 456  1.02749   -0.1041
 457  1.04086   -2.7341
 458  1.03033   -0.8851
 459  1.03656   -2.0345
 460  1.09951   -1.3768
 461  1.09698   -5.1209
 462  1.05972    2.8630
 463  1.05897    2.4118
 464  1.05342   -1.3768
 465  1.08907   -7.8862
 466  1.09410   -3.9993
 467  1.08893   -7.9147
 468  1.06886   -6.1307
 469  1.09046   -9.2520
 470  1.06557   -4.3965
 471  1.06531   -5.4053
 472  1.09670    0.3068
 473  1.09635    0.2847
 474  1.09307   -9.7030
 475  1.09200   -8.0309
 476  1.08863   -5.3969
 477  1.09298   -9.7362
 478  1.08097   -9.6550
 479  1.03171   -8.3119
 480  1.07554  -11.7181
 481  1.03171   -8.3119
 482  1.03171   -8.3119
 483  1.02303   -6.1045
 484  1.02183   -6.5439
 485  1.03171   -8.3119
 486  1.09730   -4.9948
 487  1.08239  -11.2941
 488  1.09684   -5.1384
 489  1.06101  -12.6466
 490  1.06442  -30.4870
 491  1.06442  -30.4870
 492  1.06066  -25.8803
 493  1.07068  -21.7689
 494  1.06852  -23.3932
 495  1.05981  -26.0470
 496  1.05376   -7.8695
 497  1.08588  -10.1986
 498  1.05348   -7.9001
 499  1.06700  -13.1716
 500  1.06699  -13.1745
