# Wes Sander, MoltFire
pglib_opf_case588_sdet: AC-OPF objective 313139.782534 $/h (verified feasible at 1e-06 pu)

gen  bus  Pg[MW]  Qg[MVAr]
155  547   353.7800    53.7827
156  547  1090.9900    53.7827
157  547   353.7800    53.7827
158  548   462.5000   106.9859
159  548   385.6884    87.8587
160  548   425.0000    87.8587
161  557   156.9500  -133.5400
162  560    91.6700    63.9934
163  560     0.0000     0.0000
164  570   240.0000   237.5000
165  574     0.0000   -76.0481
166  580   259.8980  -133.7414

bus  Vm[pu]  Va[deg]
   1  1.03988  -12.1899
   2  1.02700  -16.8458
   3  0.98142  -16.2318
   4  0.99270  -16.3212
   5  0.99262  -16.3248
   6  0.98253  -18.8862
   7  0.96554  -16.1893
   8  0.96542  -16.1919
   9  1.04700  -11.1987
  10  1.04697  -11.1966
  11  1.05206  -10.3209
  12  0.99344  -15.5626
  13  0.98344  -17.3611
  14  0.98345  -17.3568
  15  0.97322  -17.5151
  16  0.97324  -17.5177
  17  0.99279  -17.5014
  18  1.02559  -15.6256
  19  1.03095  -17.2381
  20  1.03069  -17.2259
  21  1.04242  -18.3644
  22  1.04119  -16.0429
  23  1.05149  -18.7116
  24  1.00007  -19.0246
  25  1.03802  -17.9415
  26  0.98219  -16.6348
  27  1.02647  -17.7927
  28  1.02645  -17.7857
  29  1.05342  -12.8075
  30  1.05186  -12.9778
  31  1.02583  -17.9766
  32  1.02613  -17.8190
  33  1.06133  -10.3168
  34  1.03688  -17.9744
  35  0.98110  -16.7525
  36  1.02700  -17.7163
  37  1.02629  -15.9847
  38  1.02674  -16.0085
  39  1.04932  -18.6941
  40  1.04896  -18.6923
  41  1.04903  -18.7016
  42  1.02789  -17.5955
  43  1.04686  -19.1901
  44  1.03034  -14.5952
  45  1.05242  -18.8249
  46  1.02640  -18.0475
  47  1.02868  -15.9200
  48  1.02958  -16.8091
  49  1.03759  -17.9745
  50  1.01155  -20.5711
  51  1.05888  -16.0108
  52  1.01799  -19.9057
  53  1.01787  -19.9369
  54  1.06731  -15.8624
  55  1.02617  -17.8107
  56  1.02664  -17.7673
  57  1.01260  -20.3846
  58  1.05771  -12.3187
  59  1.02623  -15.7788
  60  1.03131  -15.9108
  61  1.02848  -18.0490
  62  1.03695  -17.9650
  63  1.02800  -15.0243
  64  1.02811  -14.9617
  65  0.98840  -16.6182
  66  1.04837  -10.8902
  67  1.04655  -16.7931
  68  0.99538  -16.3054
  69  0.98137  -15.2802
  70  0.98142  -15.2862
  71  1.00929  -17.5769
  72  1.00648  -15.7838
  73  1.00642  -15.7913
  74  1.04471  -10.1928
  75  1.04493  -10.2055
  76  1.04817  -11.2865
  77  0.99838  -16.0769
  78  1.00057  -16.0145
  79  1.00056  -16.0157
  80  0.99368  -14.5800
  81  0.99369  -14.5769
  82  1.01873  -17.3077
  83  1.05117  -15.8076
  84  1.06844  -16.7109
  85  1.06823  -16.7202
  86  1.07708  -16.7521
  87  1.01723  -16.7667
  88  1.07766  -17.4395
  89  1.02730  -17.7153
  90  1.07984  -16.0996
  91  1.05982  -17.4785
  92  1.06563  -16.9756
  93  1.06562  -16.9720
  94  1.07222  -16.1268
  95  1.07274  -16.0393
  96  1.06554  -17.0243
  97  1.06530  -17.0009
  98  1.05741  -11.2823
  99  1.07855  -16.1973
 100  1.05881  -17.5796
 101  1.06581  -16.9708
 102  1.04654  -16.6936
 103  1.04948  -16.6652
 104  1.07668  -17.3391
 105  1.07647  -17.3210
 106  1.07646  -17.3380
 107  1.06634  -16.9174
 108  1.07430  -17.2715
 109  1.06172  -14.3068
 110  1.08018  -17.5728
 111  1.06646  -16.9986
 112  1.06332  -16.5158
 113  1.06621  -16.6776
 114  1.08127  -15.8397
 115  1.02965  -19.1146
 116  0.98834  -16.5565
 117  1.03595  -18.4717
 118  1.03584  -18.5019
 119  0.97653  -16.4431
 120  1.06535  -16.9942
 121  1.06569  -16.9740
 122  1.03066  -18.9342
 123  1.07068  -16.3776
 124  1.05950  -15.9969
 125  1.06691  -16.4768
 126  1.06865  -16.8555
 127  1.07862  -16.1886
 128  1.05916  -14.6885
 129  1.05929  -14.6466
 130  0.98503  -15.1065
 131  1.02963   -9.2828
 132  1.02956   -9.2784
 133  0.99280   -7.8816
 134  0.99247  -12.7059
 135  1.00071  -10.3524
 136  0.97202  -12.0467
 137  0.95300  -11.1056
 138  0.95277  -11.0951
 139  1.00060  -13.6609
 140  1.00504  -13.7470
 141  1.06004  -13.4548
 142  0.94948  -11.2375
 143  1.04920  -12.0832
 144  1.05752  -12.8499
 145  1.05707  -12.8798
 146  1.06241  -12.2629
 147  1.06261  -12.2456
 148  1.06281  -12.2402
 149  1.01010  -12.6985
 150  1.01472  -14.7623
 151  1.02695  -13.2568
 152  1.01485  -15.7214
 153  0.99804  -16.1854
 154  0.99806  -16.1848
 155  0.99833  -16.1562
 156  0.99810  -16.2431
 157  1.04617  -13.1725
 158  1.01575  -14.6197
 159  1.05017  -11.4838
 160  1.06068  -13.6975
 161  1.05047  -12.6502
 162  0.93223  -13.6152
 163  1.00155  -16.2394
 164  1.05760  -12.7893
 165  1.08379   -9.4238
 166  1.00458  -14.5390
 167  1.05947  -10.5983
 168  1.03622  -12.7845
 169  1.03343  -13.2090
 170  1.02214  -14.3792
 171  1.02260  -12.6023
 172  0.92579  -13.1882
 173  1.01020  -13.1998
 174  1.05954  -12.6045
 175  1.05689  -12.8918
 176  1.01130  -15.6590
 177  1.05941  -12.6046
 178  0.94816  -14.3105
 179  1.04978  -14.1214
 180  1.04270  -14.2329
 181  1.03476  -15.9703
 182  1.03476  -15.9703
 183  1.06493  -14.1702
 184  1.06492  -14.1771
 185  1.01861   -8.8612
 186  1.01862   -8.8566
 187  1.02492   -1.7301
 188  1.00881   -6.7185
 189  1.03287  -16.0893
 190  1.04848   -8.6724
 191  1.04875   -8.6546
 192  1.00916   -7.3481
 193  1.04205   -9.6469
 194  1.05867   -8.2481
 195  1.00767   -6.9769
 196  1.00770   -6.9847
 197  1.00775   -4.3567
 198  1.06974  -13.8272
 199  1.08732  -15.4950
 200  1.08732  -15.4950
 201  1.09016  -11.7524
 202  1.07583  -13.9245
 203  1.08792  -12.0134
 204  1.08265  -12.6095
 205  1.10000   -7.6117
 206  1.06460  -14.3400
 207  1.08753  -15.4025
 208  1.07834  -13.1335
 209  1.07854  -13.6201
 210  1.05925  -14.9552
 211  1.00719   -6.7132
 212  1.08219  -13.1873
 213  1.09084  -11.7191
 214  1.03927  -12.9253
 215  1.03927  -12.9253
 216  1.07823  -13.7786
 217  1.08817  -11.9942
 218  1.06605  -14.8968
 219  1.06042  -15.2023
 220  1.08492  -11.3493
 221  1.06002  -15.8221
 222  1.07314  -17.0149
 223  1.06965  -11.0866
 224  1.06961  -11.1069
 225  1.06760  -11.5875
 226  1.06789  -11.5531
 227  1.07773   -9.7022
 228  1.06107  -12.2867
 229  1.00923   -7.3485
 230  1.06074  -16.7867
 231  1.08777  -11.0077
 232  1.08230  -20.0747
 233  1.08317   -0.5265
 234  1.04863  -23.3275
 235  1.09957  -18.7609
 236  1.08005    1.4868
 237  1.10000  -13.5427
 238  1.08561  -10.2853
 239  1.07243  -21.0184
 240  1.06164  -19.7513
 241  1.09954  -18.3966
 242  1.08238    1.7714
 243  1.09494  -17.5362
 244  1.08317   -8.1095
 245  1.09479  -11.6688
 246  1.09960  -18.6913
 247  1.07186  -20.9606
 248  1.06395  -14.2114
 249  1.09378  -11.1916
 250  1.06455  -19.8398
 251  1.09949  -17.2920
 252  1.09733  -11.6500
 253  1.08548  -10.2435
 254  1.10000  -19.1058
 255  1.09556  -18.9608
 256  1.08436   -8.4214
 257  1.09463  -11.6882
 258  1.05907  -18.9414
 259  1.08012  -19.6759
 260  1.05189  -11.2733
 261  1.09961  -16.8004
 262  1.06560  -18.1014
 263  1.07940    1.4104
 264  1.07792  -20.2598
 265  1.08763   -2.4421
 266  1.09671  -11.7207
 267  1.09134  -14.8242
 268  1.08938   -5.7482
 269  1.08773  -11.0194
 270  1.06263  -19.7861
 271  1.06174  -13.8720
 272  1.09717  -13.5673
 273  1.06839  -16.9713
 274  1.08495   -7.6581
 275  1.08555   -9.2023
 276  1.08029  -19.7080
 277  1.09546  -17.5177
 278  1.09596  -12.6846
 279  1.09268  -18.0051
 280  1.10000  -13.5427
 281  1.04211  -14.3322
 282  1.09947  -17.4850
 283  1.06177  -19.7557
 284  1.08301  -20.2153
 285  1.08440    2.0160
 286  1.07340  -19.2226
 287  1.08382   -4.3660
 288  1.09396  -17.8359
 289  1.06201  -19.7636
 290  1.05598  -18.2739
 291  1.08583   -6.8368
 292  1.06810  -19.2600
 293  1.07476   -8.6593
 294  1.08029   -6.9035
 295  1.09188  -16.5083
 296  1.10000    2.7327
 297  1.09996  -19.0494
 298  1.08488   -7.5197
 299  1.07067  -17.9275
 300  1.05635  -22.5374
 301  1.08438   -0.9869
 302  1.08250   -8.8509
 303  1.09136  -14.1721
 304  1.09957  -18.9233
 305  1.06186  -19.7583
 306  1.08450   -1.6223
 307  1.05311  -17.9873
 308  1.09543  -19.0296
 309  1.09266   -9.5427
 310  1.10000  -13.5427
 311  1.08954   -6.5687
 312  1.07974    1.4480
 313  1.04538  -20.1273
 314  1.07894    1.3679
 315  1.10000  -13.5427
 316  1.09562  -18.7423
 317  1.08465   -9.5267
 318  1.06583  -18.1106
 319  1.06491  -17.4867
 320  1.09983  -16.7104
 321  1.08802  -16.4256
 322  1.09970  -17.0046
 323  1.09617  -18.3747
 324  1.10000  -13.5511
 325  1.09182  -11.5936
 326  1.09640  -17.4657
 327  1.08609   -6.4898
 328  1.08468   -9.5157
 329  1.06496  -17.7641
 330  1.04378  -19.1298
 331  1.08323  -19.5088
 332  1.08932  -16.4509
 333  1.04809  -23.3666
 334  1.06555  -19.6140
 335  1.07090  -18.8387
 336  1.05893   -9.9761
 337  1.09961  -18.6375
 338  1.07004  -17.3391
 339  1.09197  -11.5668
 340  1.09726  -11.6399
 341  1.09594  -18.4363
 342  1.09368  -17.8774
 343  1.08737  -16.5213
 344  1.08207  -20.0345
 345  1.08468   -8.2290
 346  1.04079  -19.2208
 347  1.06951  -18.9154
 348  1.09830  -17.3374
 349  1.09056  -14.2120
 350  1.07291  -16.7074
 351  1.05452  -17.9449
 352  1.07063   -7.2137
 353  1.07063   -7.2137
 354  1.08046   -8.1604
 355  1.05534   -3.0685
 356  1.05157  -10.5615
 357  1.07012  -11.0159
 358  1.06223   -9.9397
 359  1.05534   -3.0685
 360  1.07469  -10.4055
 361  1.00323   -8.4001
 362  1.04366  -14.4018
 363  1.05534   -3.0685
 364  1.07063   -7.2137
 365  1.06654  -15.1295
 366  1.06870  -10.6977
 367  1.07238   -9.0306
 368  1.09203   -7.8172
 369  1.07063   -7.2137
 370  1.05534   -3.0685
 371  1.05534   -3.0685
 372  1.07063   -7.2137
 373  1.05656  -11.1444
 374  1.05140  -12.7947
 375  1.07542   -9.7694
 376  1.02524  -17.3349
 377  1.05040  -13.0358
 378  1.05157  -10.5615
 379  1.07208  -14.3389
 380  1.07218  -11.8877
 381  1.07063   -7.2137
 382  1.05157  -10.5615
 383  1.06373   -7.4886
 384  1.09160   -8.0066
 385  1.10000   -6.6226
 386  1.04527  -11.4019
 387  1.05874  -11.1993
 388  1.07063   -7.2137
 389  1.04934  -13.6839
 390  1.07280   -5.3073
 391  1.07203  -13.3199
 392  1.07292  -11.1934
 393  1.06962  -11.3781
 394  1.07648  -12.1180
 395  1.05157  -10.5615
 396  1.07948  -11.7089
 397  1.06865  -13.3638
 398  1.05534   -3.0685
 399  1.06167  -13.5518
 400  1.07063   -7.2137
 401  1.05157  -10.5615
 402  1.07063   -7.2137
 403  1.09312   -7.6546
 404  1.09415   -7.3713
 405  1.06075  -11.2532
 406  1.06271  -11.2644
 407  1.07063   -7.2137
 408  1.07462  -10.5080
 409  1.07037  -11.0699
 410  1.05862  -12.5828
 411  1.05228   -3.0685
 412  1.09167  -14.7881
 413  1.07220  -11.1962
 414  1.07039   -9.0990
 415  1.08226  -10.8760
 416  1.07380  -11.1391
 417  1.07161  -11.6817
 418  1.06895  -13.5542
 419  1.05989  -13.4460
 420  1.05981  -13.4485
 421  1.06281  -11.1372
 422  1.06278  -11.1060
 423  1.06719  -13.1156
 424  1.06713  -13.0996
 425  1.07004  -15.8481
 426  1.07165  -15.5672
 427  1.07642  -11.5699
 428  1.06881  -15.3912
 429  1.06879  -15.3743
 430  1.05642  -17.6392
 431  1.05652  -17.6406
 432  1.06792  -15.7248
 433  1.07376  -12.1973
 434  1.05608  -17.6117
 435  1.05613  -17.6133
 436  1.04394  -18.9976
 437  1.04394  -18.9976
 438  1.04407  -18.9882
 439  1.07158  -12.5090
 440  1.06463  -13.3097
 441  1.06461  -13.3204
 442  1.07458  -11.8460
 443  1.07473  -11.8360
 444  1.07259  -12.3349
 445  1.07391  -12.0540
 446  1.07394  -12.0513
 447  1.07394  -12.0513
 448  1.07391  -12.0540
 449  1.07382  -12.1927
 450  1.07158  -12.5092
 451  1.05669  -17.1919
 452  1.05667  -17.1693
 453  1.07236  -14.5202
 454  1.07254  -14.5176
 455  1.04406  -19.0040
 456  1.06447  -13.3212
 457  1.06075  -13.4467
 458  1.06575  -15.3463
 459  1.07338  -12.2248
 460  1.07388  -12.0570
 461  1.07095  -15.3026
 462  1.07161  -14.6615
 463  1.07162  -14.6614
 464  1.05554  -17.5642
 465  1.05674  -17.3248
 466  1.06180  -13.4898
 467  1.06179  -13.4899
 468  1.07382  -12.1926
 469  1.06174  -14.0192
 470  1.05464  -18.2261
 471  1.05462  -18.2414
 472  1.07025  -12.9825
 473  1.07074  -12.9605
 474  1.07148  -12.5136
 475  1.07468  -14.0572
 476  1.07629  -11.5680
 477  1.06292  -13.4227
 478  1.06288  -13.4263
 479  1.05805  -17.6489
 480  1.05821  -17.6280
 481  1.05167  -17.7790
 482  1.05180  -17.7719
 483  1.06039  -16.1807
 484  1.06043  -16.2047
 485  1.07384  -11.9735
 486  1.07383  -11.9835
 487  1.05777  -16.9670
 488  1.05781  -16.9732
 489  1.05796  -17.6547
 490  1.05815  -17.6327
 491  1.06281  -13.4078
 492  1.06284  -13.4065
 493  1.06804  -15.6404
 494  1.06815  -15.6325
 495  1.05771  -16.9141
 496  1.05776  -16.9247
 497  1.07070  -14.8974
 498  1.07153  -14.8419
 499  1.07057  -12.7752
 500  1.07058  -12.7846
 501  1.07187  -12.4580
 502  1.07187  -12.4580
 503  1.07055  -14.8848
 504  1.07056  -14.9034
 505  1.06015  -16.3106
 506  1.06014  -16.3353
 507  1.06685  -15.1714
 508  1.06789  -12.7649
 509  1.06776  -12.7768
 510  1.06817  -12.7518
 511  1.06810  -12.7617
 512  1.07112  -14.5542
 513  1.07117  -14.5277
 514  1.04522  -18.5537
 515  1.07333  -12.2573
 516  1.07337  -12.2545
 517  1.07352  -12.2144
 518  1.06031  -13.6456
 519  1.06048  -13.6327
 520  1.04521  -18.5536
 521  1.07394  -12.0513
 522  1.07227  -12.3822
 523  1.07228  -12.3820
 524  1.05744  -17.6596
 525  1.05756  -17.6580
 526  1.05688  -17.6494
 527  1.05678  -17.6480
 528  1.05745  -17.6038
 529  1.05731  -17.5959
 530  1.05754  -17.6359
 531  1.05747  -17.6367
 532  1.04929  -19.2254
 533  1.06270  -13.4363
 534  1.06270  -13.4363
 535  1.06270  -13.4362
 536  1.05574   -4.7301
 537  1.06234   -2.9824
 538  1.03233   -9.7956
 539  1.03236   -9.8014
 540  1.03782   -9.0695
 541  1.03790   -9.0826
 542  1.03999   -5.4430
 543  1.04005   -5.4764
 544  1.00237  -10.9510
 545  1.06701   -4.5162
 546  1.06421   -2.7766
 547  1.02137    0.0000
 548  1.02130   -0.0190
 549  1.02278   -1.4942
 550  1.02441  -11.8271
 551  1.02451  -11.8355
 552  1.05017   -5.5818
 553  1.05011   -5.5831
 554  1.05293   -5.3262
 555  1.05288   -5.3126
 556  1.01065   -2.6780
 557  1.01058   -2.6780
 558  1.05974   -9.6528
 559  1.01799   -1.6129
 560  1.03702  -15.1813
 561  1.01141   -6.5183
 562  1.06263  -14.1381
 563  1.01192   -6.4486
 564  1.01190   -6.4531
 565  0.95117  -11.0510
 566  1.02471   -8.7693
 567  1.02432   -8.7552
 568  1.05372   -9.3562
 569  1.05390   -9.4800
 570  0.98114   -1.8602
 571  1.01224   -6.8428
 572  1.05317   -9.4538
 573  1.06332  -14.0891
 574  1.01412   -6.1772
 575  1.01457   -7.8661
 576  1.01479   -7.8952
 577  0.94981  -10.9338
 578  1.05730  -12.9504
 579  1.01425   -6.1776
 580  0.97991   -1.0900
 581  1.09331   -7.4222
 582  0.98244   -1.6947
 583  0.98268   -1.7212
 584  0.95990   -6.3788
 585  0.96991   -3.4350
 586  1.05331   -9.4409
 587  1.01105   -6.5775
 588  1.01105   -6.5770
