# Wes Sander, MoltFire
pglib_opf_case793_goc: AC-OPF objective 260196.881565 $/h (verified feasible at 1e-06 pu)

gen  bus  Pg[MW]  Qg[MVAr]
 207  0.97467  -12.1244
 208  0.96531  -14.0441
 209  1.03400  -26.5707
 210  1.03400  -26.5707
 211  1.03400  -26.5706
 212  1.01354   -3.3358
 213  1.02818   -1.0435
 214  1.00142   -6.4029
 215  1.00136   -6.4166
 216  1.01124   -3.7122
 217  1.01132   -3.6779
 218  1.01804   -4.3803
 219  1.01791   -4.3960
 220  1.03437  -10.5346
 221  1.01522   -3.1156
 222  1.03017   -0.8179
 223  1.02147    0.0000
 224  1.02128   -0.1748
 225  1.00681   -2.8076
 226  0.99283   -8.6292
 227  0.99293   -8.6384
 228  1.01271   -3.3657
 229  1.01266   -3.3671
 230  1.01567   -3.0835
 231  1.01567   -3.0847
 232  1.01021   -2.0973
 233  1.01035   -2.0758
 234  1.00484   -3.1242
 235  1.00387   -7.1594
 236  1.06000    0.9779
 237  1.01466   -4.7927
 238  1.00195   -9.9606
 239  1.01519   -4.7217
 240  1.01517   -4.7263
 241  1.01178  -17.4577
 242  1.00762   -3.2795
 243  1.00752   -3.3118
 244  1.02259   -0.8580
 245  1.02245   -0.8950
 246  1.04165    4.3940
 247  1.01208   -4.4344
 248  1.02199   -0.9644
 249  1.00272   -9.9042
 250  1.01758   -4.4454
 251  1.00700   -4.1939
 252  1.00694   -4.1769
 253  1.01412  -17.1403
 254  0.99227   -0.7541
 255  1.01758   -4.4454
 256  1.06000   -7.5240
 257  1.02271   -5.4887
 258  1.05542   -7.2481
 259  1.05515   -7.2354
 260  1.03158  -12.6494
 261  1.04629   -9.7860
 262  1.02214   -0.9502
 263  1.01429   -4.8531
 264  1.01429   -4.8525
 265  1.05197  -17.4583
 266  1.05411  -27.5341
 267  1.06000    6.4824
 268  1.06000  -15.3759
 269  1.03719  -25.8865
 270  1.04516  -26.5574
 271  1.04913  -26.5778
 272  1.06000  -25.9764
 273  1.04234  -26.7450
 274  1.05761  -27.3252
 275  1.06000  -26.9263
 276  1.03360  -31.0255
 277  1.05197  -17.4583
 278  1.03130  -31.1265
 279  1.03319  -31.3406
 280  1.04348  -23.9110
 281  1.04402  -26.3761
 282  1.03072  -31.4600
 283  1.03989  -19.5170
 284  1.03082  -31.7796
 285  1.05108  -26.9984
 286  1.03369  -22.1582
 287  1.04078  -26.2301
 288  1.06000  -20.9790
 289  1.01959  -32.5416
 290  1.03746  -26.6139
 291  1.02035  -18.9827
 292  1.03850  -26.1009
 293  1.05197  -17.4583
 294  1.02988  -30.9293
 295  1.04035  -29.6839
 296  1.05197  -17.4583
 297  1.03847  -25.5409
 298  1.06000  -24.7651
 299  1.04958  -26.4464
 300  1.04009  -24.8907
 301  1.04192  -25.3291
 302  1.04125  -27.0517
 303  1.02678  -22.9534
 304  1.04048  -25.1001
 305  1.05197  -17.4583
 306  1.04132  -25.3371
 307  1.01026  -16.7153
 308  1.03973  -19.7040
 309  1.03973  -19.7040
 310  1.04624  -29.0305
 311  1.03483  -31.4850
 312  1.00487   -1.4471
 313  1.05669  -17.2784
 314  1.05494  -27.2499
 315  1.03723  -31.5070
 316  1.03156  -31.4280
 317  1.02958  -29.4747
 318  1.04119  -26.0213
 319  1.04705  -30.1271
 320  1.03863  -20.5739
 321  1.02754  -31.2287
 322  1.05197  -17.4583
 323  1.01273  -17.9296
 324  1.03217  -27.6247
 325  1.03388  -24.1770
 326  1.05197  -17.4583
 327  1.03070  -31.0854
 328  1.03709  -20.7781
 329  1.02327  -23.5018
 330  1.02465  -31.7087
 331  0.98285   -8.3060
 332  1.01879  -32.2603
 333  1.04925  -26.5210
 334  1.04686  -29.8630
 335  1.05197  -17.4583
 336  1.02598  -31.7778
 337  1.02031  -32.2112
 338  1.05040  -27.9663
 339  1.05015  -27.9651
 340  1.04137  -26.6114
 341  1.05014  -27.9945
 342  1.03882  -20.5615
 343  1.04019  -25.7675
 344  1.02783  -31.2376
 345  1.05028  -26.4649
 346  1.04261  -26.3408
 347  1.03208  -22.5866
 348  1.05978  -25.4349
 349  1.05824  -26.6095
 350  1.03325  -31.5636
 351  1.03065  -23.4317
 352  1.04094  -17.4583
 353  1.02920  -20.1824
 354  1.03128  -31.2915
 355  0.99326   -5.4245
 356  1.00220   -4.1033
 357  1.00225   -4.0778
 358  1.02080   -5.5103
 359  1.02065   -5.5244
 360  1.01729   -6.3778
 361  1.05274   -1.4049
 362  1.05274   -1.4049
 363  1.05528   -3.6608
 364  1.01336   -4.0479
 365  1.02151   -4.9256
 366  1.02132   -4.9184
 367  1.05444   -5.5843
 368  1.01011   -5.3932
 369  1.01004   -5.3772
 370  1.01177   -5.5743
 371  1.01190   -5.5740
 372  0.97072   -0.7115
 373  0.98012  -10.4336
 374  0.97991  -10.4277
 375  0.96542   -0.3350
 376  0.97837  -15.1690
 377  1.03142   -6.7315
 378  1.03212   -6.3597
 379  1.02281   -6.5321
 380  0.97617  -13.0940
 381  1.02740   -6.7107
 382  0.97825  -10.9157
 383  0.97834  -10.8885
 384  0.98238   -7.8126
 385  0.98302   -7.6625
 386  0.98277  -10.6781
 387  0.97792  -10.9390
 388  1.05528   -3.6608
 389  0.97814  -10.8673
 390  1.00279  -15.3719
 391  0.96368    4.8059
 392  0.96317    4.0147
 393  0.97846  -10.7637
 395  0.98831   -5.7279
 396  0.98132  -12.6593
 397  1.02563   -6.6137
 398  1.03149   -6.4067
 399  0.97680   -9.3935
 400  0.97841  -10.1079
 401  0.97568  -13.1319
 402  0.98950   -8.1028
 403  0.99935  -13.5704
 404  0.99844  -11.5486
 405  0.97215   -5.4516
 406  1.00228   -8.3468
 407  1.00163   -8.3395
 408  0.98253   -7.4898
 409  0.98274   -7.5054
 410  0.98449   -7.7391
 411  0.97801  -10.9231
 412  0.97821  -10.8996
 413  0.98605  -10.5594
 414  0.98059   -8.2436
 415  0.97933   -8.2646
 416  0.95190    0.5010
 417  0.97511  -11.9085
 418  0.98134  -12.6578
 419  0.99014   -5.9434
 420  0.99013   -5.9367
 421  1.01916   -5.5292
 422  1.02963  -16.4347
 423  1.02474  -16.6113
 424  0.99489  -15.7286
 425  0.99460  -15.7303
 426  0.98979  -19.6353
 427  0.98993  -19.6357
 428  1.01675  -19.9706
 429  1.00804  -24.7707
 430  1.00760  -19.6196
 431  1.00258  -19.6720
 432  1.00243  -19.6744
 433  1.00791  -19.5990
 434  1.00774  -19.6047
 435  0.99028  -17.7409
 436  0.98705  -15.6856
 437  1.00389  -15.6997
 438  1.00974  -18.1125
 439  1.00975  -18.1348
 440  1.01356  -20.1897
 441  0.98073  -15.4370
 442  1.01129  -17.6935
 443  1.01522  -17.2805
 444  0.98848  -15.4527
 445  0.99626  -16.7375
 446  0.99626  -16.7375
 447  0.97917  -20.5166
 448  0.97919  -20.4742
 449  1.02035  -19.6013
 450  0.98703  -18.9156
 451  0.99112  -17.6283
 452  1.01380  -19.8804
 453  0.97595  -21.7872
 454  0.99628  -16.7284
 455  0.99611  -16.7829
 456  0.98849  -19.0462
 457  0.98858  -19.0325
 458  0.98765  -18.9473
 459  0.98797  -18.9570
 460  0.99876  -21.1770
 461  0.98412  -23.0290
 462  0.98493  -23.0680
 463  0.98839  -19.0603
 464  0.98610  -18.4862
 465  0.98589  -18.4404
 466  0.98904  -18.9791
 467  0.98603  -16.5509
 468  0.98589  -16.4980
 469  0.97579  -22.2689
 470  0.98483  -19.4896
 471  0.98483  -19.4326
 472  1.00804  -24.7707
 473  0.99080  -17.6991
 474  1.02097  -25.5451
 475  0.97467  -21.8821
 476  0.97464  -21.8851
 477  0.98431  -15.9626
 478  0.99188  -17.4698
 479  0.99177  -17.5197
 480  1.00705  -14.9546
 481  1.00967  -14.5244
 482  0.99199  -18.8773
 483  1.01165  -10.7710
 484  1.01005  -14.5030
 485  0.99954  -16.6608
 486  0.99928  -16.6967
 487  1.00056  -16.8987
 488  1.00676  -14.7884
 489  1.00884  -14.7224
 490  1.00382  -16.0589
 491  0.99184  -19.0009
 492  0.99170  -19.0180
 493  0.99195  -18.9850
 494  1.00682  -14.7678
 495  1.00198  -15.0089
 496  1.00178  -15.0346
 497  1.00656  -17.1319
 498  1.00306  -15.3749
 499  1.01692  -16.9229
 500  1.01681  -16.9407
 501  0.99219  -18.9592
 502  1.00452  -15.2936
 503  1.00258  -15.0243
 504  1.00231  -15.0430
 505  1.00178  -14.8597
 506  1.00152  -14.9011
 507  1.00696  -16.3621
 508  1.00691  -16.3684
 509  0.99830  -16.9898
 510  1.00271  -17.8814
 511  1.00231  -17.9105
 512  0.99587  -17.1373
 513  1.00196  -15.0335
 514  1.00769  -16.0357
 515  0.98916  -16.5133
 516  0.98900  -16.5384
 517  0.98932  -16.4865
 518  0.98916  -16.5133
 519  0.98916  -16.5133
 520  0.99004  -18.7060
 521  1.01321  -18.9280
 522  1.00394  -11.6998
 523  0.99569  -15.4540
 524  0.98342  -17.9497
 525  1.02128   -5.6631
 526  1.00932  -10.2330
 527  1.01388  -16.8958
 528  1.01255  -16.0561
 529  1.00412  -11.3596
 530  0.99186  -18.8234
 531  0.97983  -20.1511
 532  1.00444  -11.3077
 533  0.99378  -18.9626
 534  0.99348  -18.9866
 535  0.98000  -16.9154
 536  0.97981  -16.9353
 537  0.98018  -16.8973
 538  0.98000  -16.9154
 539  0.98000  -16.9154
 540  0.98158  -16.7309
 541  0.98140  -16.7381
 542  0.98379  -16.6589
 543  0.99912  -12.2344
 544  0.98591  -16.5218
 545  0.99882  -12.2693
 546  0.99985  -12.1419
 547  0.97744  -17.0761
 548  1.00371  -18.3480
 549  1.00948  -17.1157
 550  1.00923  -17.1535
 551  1.00921  -11.8967
 552  1.00861  -16.9292
 553  0.99991  -18.0001
 554  1.00946  -11.8497
 555  1.00115  -18.1287
 556  1.00119  -18.1265
 557  1.00821  -18.3980
 558  1.00820  -18.3989
 559  0.99211  -18.9515
 560  1.02199   -6.2039
 561  1.01238  -10.3625
 562  1.00660  -13.7578
 563  1.00777  -12.8628
 564  1.02199   -6.2039
 565  1.02199   -6.2039
 566  1.02199   -6.2039
 567  1.02199   -6.2039
 568  1.02199   -6.2039
 569  1.02807   -6.0393
 570  1.02199   -6.2039
 571  1.02847   -5.8650
 572  1.02199   -6.2039
 573  1.00593  -13.9045
 574  1.01424  -16.2741
 575  1.01424  -16.2741
 576  0.99243  -15.4384
 577  0.99243  -15.4384
 578  1.05024  -15.2017
 579  1.05048  -15.1800
 580  1.03244  -12.5506
 581  1.03252  -12.5379
 582  1.01101  -14.7326
 583  1.01101  -14.7326
 584  1.01137  -16.2477
 585  1.01130  -16.2467
 586  1.00598  -12.9744
 587  1.04005   -9.4655
 588  1.02231  -12.7123
 589  1.01218  -11.4285
 590  1.01230  -11.4424
 591  1.00528   -9.5796
 592  1.00542   -9.6032
 593  1.01149  -14.6070
 594  1.05995  -17.5053
 595  1.02226  -19.4740
 596  1.06000  -17.4717
 597  1.06000  -17.4717
 598  1.02532  -15.5654
 599  0.99439  -18.6587
 600  1.05596  -18.4017
 601  1.05955  -17.3014
 602  1.00324  -16.4685
 603  1.00333  -16.4600
 604  1.00418  -15.4964
 605  1.02535  -15.5041
 606  1.02541  -15.8876
 607  0.99426  -18.6647
 608  0.99347  -18.7175
 609  1.04562  -18.2269
 610  0.99222  -14.8069
 611  0.99128  -15.2484
 612  0.99873  -13.7348
 613  0.99868  -13.7478
 614  0.98422  -15.6818
 615  0.98820  -15.2374
 616  0.98283  -15.9905
 617  0.98353  -15.8780
 618  0.99454  -13.5825
 619  0.99741  -13.6943
 620  0.99439  -13.6163
 621  0.99696  -13.2303
 622  0.99031  -15.3969
 623  1.01501  -11.2048
 624  0.99571  -14.9882
 625  0.98873  -13.5168
 626  0.99053  -15.3779
 627  0.98901  -15.1450
 628  0.99032  -15.3954
 629  1.04006   -9.4655
 630  1.05177  -17.9621
 631  1.02103  -16.1143
 632  1.06000   -6.5957
 633  1.05974   -5.2477
 634  1.05594   -3.0354
 635  1.05591   -3.0212
 636  0.96898  -13.2087
 637  0.99027  -10.7273
 638  0.99029  -10.7264
 639  1.00438  -14.2479
 640  1.00440  -14.2377
 641  0.99098  -15.5247
 642  1.05794   -2.0623
 643  1.05629   -4.0086
 644  1.05638   -4.0245
 645  1.05924   -1.1691
 646  1.05935   -1.1933
 647  1.04515   -8.6127
 648  1.01477   21.2089
 649  0.97203   -3.1924
 650  0.97181   -3.1422
 651  0.97642  -11.5278
 652  1.06000   39.2898
 653  0.98073  -13.8683
 655  0.97931   -9.5208
 656  0.97682  -12.0058
 657  0.96391   -4.9584
 658  0.96380   -4.9379
 659  1.01993    4.5334
 660  1.01964    4.8405
 661  0.96258   -5.7059
 662  0.96351   -4.9848
 664  0.97762   -9.2705
 665  0.97569  -12.1280
 666  0.96516   -4.5864
 667  1.02325   28.8884
 668  1.02972   28.6587
 669  0.97767  -13.4957
 670  0.97697  -13.4333
 671  0.97720  -13.4745
 672  0.96684   -4.1943
 673  0.97774  -13.4099
 674  1.02256    9.1414
 675  0.97943  -13.9560
 676  0.96285   -6.1904
 677  0.98160    0.5379
 678  0.97427   -1.9089
 679  0.97882   -9.5585
 680  1.01539  -10.8684
 681  0.99971   26.9021
 682  1.05018   -7.5423
 683  1.04993   -7.5717
 684  1.00126   21.2591
 685  0.96353   -4.9710
 686  0.96431   -4.8344
 687  1.04960   -8.1347
 688  1.01997    3.6542
 689  0.99121    3.5437
 690  1.05944   27.4619
 691  0.96627   -6.8082
 692  0.97770   -9.2596
 693  1.01758    8.6071
 694  1.01835    8.5204
 695  1.05730   -2.5710
 696  1.00141  -27.5489
 697  0.98395  -26.4228
 698  0.98627  -26.5208
 699  1.00306  -25.8348
 700  1.00681  -24.6313
 701  1.00688  -24.6503
 702  1.00886  -25.3943
 703  1.00874  -25.3670
 704  1.00436  -25.9470
 705  1.00453  -25.9352
 706  1.00670  -25.9720
 707  1.00663  -25.9829
 708  1.00663  -25.9829
 709  1.00670  -25.9720
 710  1.00868  -25.4075
 711  1.02062  -25.5003
 712  1.02043  -25.5026
 713  1.00666  -25.9755
 714  1.02792  -26.2585
 715  1.02851  -26.2679
 716  1.00761  -24.4650
 717  1.00780  -24.5059
 718  1.01445  -22.4730
 719  1.00294  -25.8329
 720  1.00764  -24.0968
 721  1.00770  -24.0202
 722  1.01672  -25.8197
 723  1.01728  -25.8334
 724  1.00507  -25.9873
 725  1.00518  -25.9882
 726  1.00564  -24.2786
 727  1.00575  -24.2609
 728  1.01153  -25.4634
 729  1.01134  -25.4649
 730  1.01441  -22.4753
 731  1.01450  -22.4721
 732  1.00638  -25.5731
 733  1.00619  -25.5602
 734  1.00668  -25.5580
 735  1.00655  -25.5429
 736  1.00675  -24.9941
 737  1.00694  -24.9795
 738  1.01462  -22.4613
 739  1.03730  -26.5286
 740  1.03789  -26.5378
 741  1.00663  -25.9829
 742  1.02269  -25.4966
 743  1.02289  -25.4931
 744  1.01885  -25.9015
 745  1.01885  -25.9015
 746  1.01885  -25.9015
 747  1.01821  -27.3881
 748  0.98320  -26.3819
 749  0.98987  -26.6066
 750  1.03021  -24.5176
 751  1.03839  -24.5266
 752  1.03818  -24.5141
 753  1.03246  -23.6962
 754  1.03267  -23.7742
 755  1.02704  -25.0234
 756  1.02720  -25.0122
 757  1.02549  -25.4499
 758  1.02536  -25.4406
 759  1.02536  -25.4406
 760  1.02549  -25.4500
 761  1.03228  -23.7088
 762  1.01131  -25.4206
 763  1.01150  -25.3948
 764  1.02545  -25.4534
 765  1.04948  -18.7672
 766  1.04957  -18.6380
 767  1.04000  -24.5792
 768  1.03953  -24.5461
 769  1.05838  -25.2133
 770  1.03008  -24.5157
 771  1.04307  -24.8577
 772  1.04381  -24.8611
 773  1.03872  -21.5408
